,comment,target
70,"Concepts are explained in a rather structured way and hands-on with Neo4j are interesting.The last part with GraphX is pure copy-paste of orders, it is disappointing and not a good way to practive.","{'concept': ['Concepts'], 'way': ['way'], 'neo4j': ['Neo4j'], 'interesting.th part': ['interesting.The part'], 'graphx': ['GraphX'], 'copy-past': ['copy-paste'], 'order': ['orders']}"
71,"Very good material, very good Neo4j hands on for new comers. The critique goes to the coverage of GraphX hands on which, at least to me, is not explained clear enough","{'materi': ['material'], 'neo4j hand': ['Neo4j hands'], 'comer': ['comers'], 'graphx hand': ['GraphX hands']}"
72,"This course was excellent as an introduction to Graph Analytics and using Neo4j. Not only did I learn a lot, I've been given tasks related to what I've learned in this course after finishing it.","{'cours': ['course'], 'introduct': ['introduction'], 'graph analyt': ['Graph Analytics'], 'neo4j': ['Neo4j'], 'lot': ['lot'], 'task': ['tasks']}"
73,Another good and interesting course but the total lack of engagement by the course team and community mentors makes it hard going. ,"{'cours': ['course'], 'lack': ['lack'], 'engag': ['engagement'], 'cours team': ['course team'], 'communiti mentor': ['community mentors']}"
74,"The professor is well spoken and the class started out very well. But by the final section the hands on example were simply cut-paste with no explanation of what we were doing or how it worked. It's not the fault of the professor but this course and the Big Data specialization attempts to cover too much information. Graph Analytics should be its own 6 course specialization. But really, to understand graph analytics one should be spending a great deal of time with the subject. Perhaps online courses are not the way to understand such a complex subject.","{'professor': ['professor'], 'class': ['class'], 'section': ['section'], 'hand': ['hands'], 'exampl': ['example'], 'explan': ['explanation'], 'fault': ['fault'], 'cours': ['courses', 'course'], 'big data special': ['Big Data specialization'], 'inform': ['information'], 'graph analyt': ['graph analytics', 'Graph Analytics'], 'cours special': ['course specialization'], 'deal': ['deal'], 'time': ['time'], 'subject': ['subject'], 'way': ['way'], 'complex subject': ['complex subject']}"
75,Wonderful course.,{'cours': ['course']}
76,"I was unhappy with this. It was clear that this course was pulled together from a superset of other material, and that it was not checked for consistency or completeness. The students were tested on their ability to write down a specific phrase from a video rather than on application of the principles learned from utilization of the graph database tools. Broccoli -- REALLY??? Further, the lack of response to questions posted in the forum indicates a lack of engagement from instructors and or facilitators.","{'cours': ['course'], 'superset': ['superset'], 'materi': ['material'], 'consist': ['consistency'], 'complet': ['completeness'], 'phrase': ['phrase'], 'video': ['video'], 'applic': ['application'], 'principl': ['principles'], 'util': ['utilization'], 'lack': ['lack'], 'respons': ['response'], 'question': ['questions'], 'engag': ['engagement'], 'instructor': ['instructors'], 'facilit': ['facilitators']}"
77,Need to include more student project design in the course,"{'student project design': ['student project design'], 'cours': ['course']}"
78,First week of 3 min video. Seriously we want to dive into the subject. And the last two weeks should have more content. Felt like much more copy and paste without understanding why you did that. Understand this should be introduction to Big Data... But the price you pay for the introduction is too expensive. ,"{'week': ['weeks', 'week'], 'min video': ['min video'], 'dive': ['dive'], 'subject': ['subject'], 'copi': ['copy'], 'introduct': ['introduction'], 'big data': ['Big Data'], 'price': ['price']}"
79,Nice love it.... the best in bigdata,{'love': ['love']}
80,"Maybe the best course of all the specialisation. Good balance between theory and hand-ons. I would give the fifth star with more details and explanations in some hand-ons mainly the ones from the last lesson In summary, a good introductory course to graph analysis.","{'cours': ['course'], 'specialis': ['specialisation'], 'balanc': ['balance'], 'theori': ['theory'], 'hand-on': ['hand-ons'], 'star': ['star'], 'detail': ['details'], 'explan': ['explanations'], 'one': ['ones'], 'lesson': ['lesson'], 'summari': ['summary'], 'graph analysi': ['graph analysis']}"
81,"The material on graph analytics was of introductory level. A string of interesting ideas, with unclear explanations. The lesson on GraphX was basically a copy-paste introduction to it's abilities without actually teaching how to use it. The transcripts are full of mistakes. Someone not proficient in English or hard of hearing would be confused by them. It was somewhat difficult to understand the main lecturer. The best part was the explanation of Neo4j - and it was at an introductory level. A disappointment.","{'materi': ['material'], 'graph analyt': ['graph analytics'], 'level': ['level'], 'idea': ['ideas'], 'explan': ['explanations', 'explanation'], 'lesson': ['lesson'], 'graphx': ['GraphX'], 'introduct': ['introduction'], 'transcript': ['transcripts'], 'mistak': ['mistakes'], 'someon': ['Someone'], 'hear': ['hearing'], 'lectur': ['lecturer'], 'part': ['part'], 'neo4j': ['Neo4j']}"
82,"Great course. The reason I did not give it five stars because I thought the last week of the course was not up to par with the first 4 weeks. The lessons on Giraph and GraphX were confusing in my opinion and the hands on exercise did not really clear things up for me. Otherwise, a great course.","{'cours': ['course'], 'star': ['stars'], 'week': ['weeks', 'week'], 'par': ['par'], 'lesson': ['lessons'], 'giraph': ['Giraph'], 'graphx': ['GraphX'], 'opinion': ['opinion'], 'hand': ['hands'], 'exercis': ['exercise'], 'thing': ['things']}"
83, interesting practices with neo4j ,"{'practic': ['practices'], 'neo4j': ['neo4j']}"
