,comment,target
12,"The videos were not always easy to understand because of the unclear pronouncing of the key speaker. Also although most of the tests were easy to complete, the ones that you had to write the answer down instead of only choosing the correct answer, were hard since if one word you wrote was wrong you lost the question. ","{'video': ['videos'], 'pronounc': ['pronouncing'], 'speaker': ['speaker'], 'test': ['tests'], 'one': ['ones'], 'answer': ['answer'], 'word': ['word'], 'question': ['question']}"
13,It gives you an interesting visions about hot subjects and provides with sources to go deeper. Maybe a course to short on each topic covered.,"{'vision': ['visions'], 'subject': ['subjects'], 'sourc': ['sources'], 'cours': ['course'], 'topic': ['topic']}"
14,"Pretty good course. While the assessments are pretty much just a repeat of the in-video questions, I feel I was still able to learn a fair amount. ","{'pretti cours': ['Pretty course'], 'assess': ['assessments'], 'repeat': ['repeat'], 'question': ['questions'], 'amount': ['amount']}"
15,Its indeed a plus to my career growth...,{}
16,A detailed course which will give a great insight,"{'cours': ['course'], 'insight': ['insight']}"
17,"Excellent Course, if you want to clear your aspect over International Cyber Conflicts.","{'cours': ['Course'], 'aspect': ['aspect'], 'intern cyber conflict': ['International Cyber Conflicts']}"
18,I enjoyed the course and it ticked the boxes of my expectation.,{'cours': ['course']}
19,A Great Course to understand the Cyber Conflicts issue. Highly recommend to individuals learning Cyber security or planning to go in that direction. Thank you to the Course Team for making the material easy to understand and interactive lessons !!,"{'cours': ['Course'], 'cyber conflict issu': ['Cyber Conflicts issue'], 'individu': ['individuals'], 'cyber secur': ['Cyber security'], 'direct': ['direction'], 'cours team': ['Course Team'], 'materi': ['material'], 'lesson': ['lessons']}"
20,Excellent.,{}
21,"This course - analyses the Cyberworld - and what it is there for the people of the world. Very well compiled syllabus, course contents and assigment quizzes. Thanks to the Professors of State University of NewYork as well as Coursera.","{'cours': ['course'], 'syllabus': ['syllabus'], 'cours content': ['course contents'], 'thank': ['Thanks'], 'professor': ['Professors'], 'state': ['State']}"
22,solid course,{'cours': ['course']}
23,A political view of the Cyber Conflicts.,"{'view': ['view'], 'cyber conflict': ['Cyber Conflicts']}"
24,"Nice blend of psychology, game theory, international relations and cyberwarfare, enriched with all kind of examples from the nuclear arms race.","{'psycholog': ['psychology'], 'game theori': ['game theory'], 'relat': ['relations'], 'cyberwarfar': ['cyberwarfare'], 'kind': ['kind'], 'exampl': ['examples'], 'arm race': ['arms race']}"
25,Fantastic Course enrich ,{'cours': ['Course']}
26,Interesting,{}
27,Highly informative and interesting to follow even at this early stage I'l currently working at...,{}
