,comment,target
46,"I think the course is wonderful for beginners. For somebody trying to learn this on her own, I found this course extremely helpful and easy to grasp. ","{'cours': ['course'], 'beginn': ['beginners'], 'somebodi': ['somebody']}"
47,Great way to get started in this field!,"{'way': ['way'], 'field': ['field']}"
48,It was a great course for me! It gives a very important basic of statistic &amp; visualization.I really appreciated the way it was presented.,"{'cours': ['course'], 'basic': ['basic'], 'statist': ['statistic'], 'visualization.i': ['visualization.I'], 'way': ['way']}"
49,It is too small and shallow. Whole specialization is actually one full course split into 4 tiny parts.,"{'special': ['specialization'], 'cours split': ['course split'], 'part': ['parts']}"
50,"Great! Easy to follow, very well video lecture, and very useful!",{'lectur': ['lecture']}
51,great,{}
52,Great,{}
53,This course states that it is for people with no knowledge in SAS. I had to go online elsewhere to learn SAS before completing this course. There are free SAS tutorials on the SAS webpage - I highly recommend completing them before trying this course. ,"{'cours': ['course'], 'peopl': ['people'], 'knowledg': ['knowledge'], 'sas': ['SAS'], 'sas tutori': ['SAS tutorials'], 'sas webpag': ['SAS webpage']}"
54,Choosing an actual research question allows you to find a topic of interest. This makes the content more meaningful and accelerates understanding of the concepts.,"{'research question': ['research question'], 'topic': ['topic'], 'interest': ['interest'], 'content': ['content'], 'understand': ['understanding'], 'concept': ['concepts']}"
55,It's very useful.,{}
56,"This course is very simplistic, but interesting. I was able to complete the first 3 modules within a week, however I am somewhat skilled in this area. I was looking for something more difficult. However, my main goal was learning these techniques in python. It was frustrating that it took so long until we actually produced graphs I don't like just looking at tables However, all in all, it was useful and interesting -- I really like the applications-based approach. You get to analyze data about whatever YOU are interested in!","{'cours': ['course'], 'modul': ['modules'], 'week': ['week'], 'area': ['area'], 'someth': ['something'], 'goal': ['goal'], 'techniqu': ['techniques'], 'python': ['python'], 'data': ['data']}"
57,Course material needs to updated to reflect current software updates.,"{'cours materi': ['Course material'], 'softwar updat': ['software updates']}"
58,perfect class,{'class': ['class']}
59,"There is a lot of self-teaching with these courses because there are no professors present to reach out to with questions. In addition, the course staff do not always respond promptly nor are they fully knowledgeable about all aspects of error messages that may arise out of coding. At times the code that were provided in the lecture videos were out of date and a lot of time was spent on googling to find the updated code. This is definitely not a beginner coder course and I do not recommend it to anyone who has not coded before. ","{'lot': ['lot'], 'cours': ['courses'], 'professor': ['professors'], 'question': ['questions'], 'addit': ['addition'], 'cours staff': ['course staff'], 'aspect': ['aspects'], 'time': ['times', 'time'], 'code': ['code'], 'lectur video': ['lecture videos'], 'date': ['date'], 'googl': ['googling'], 'beginn coder cours': ['beginner coder course'], 'anyon': ['anyone']}"
60,there is not enough instruction of using SAS online~,"{'instruct': ['instruction'], 'sas ~': ['SAS ~']}"
