,comment,ratio
1573,I like the course very much. It was fun to learn and to do the exercises. There were some rough edges in the assignments but I'm sure these will be straightened out in time.,0.666666666667
1574,"The content and assignments are certainly useful and relevant. However, the lectures are too short and do not help much with doing the assignment. As a beginner, I relied heavily on google and the discussion forum to get through the assignment. And I am not sure if i can actually tackle similar problems again without referring back to the pre-mentioned resources.",0.550724637681
1575,Excellent! A little harder for new students in python but very interesting!,0.785714285714
1576,More concise coding tutorials and less search on your own on the internet needed. It is great to get to know the online community and the course needs more coding example directly relat to exams.,0.540540540541
1577,"Wow, this course was intense but worth it!",0.8
1578,A great introductory class to data science with challenging assignments to build a solid understanding of pandas and numpy . ,0.65
1579,"It is useful, but there are some notable flaws. My biggest problems were with the clarity of the assignment questions (some were unacceptably vague) and the feedback that the autograder gives. Fortunately, fellow classmates on the forums are extremely helpful in figuring this all out.",0.576923076923
1580,"Excellent class. Needs a little work to make sure assignments a little more clear, but with a bit of work from the student, it's a great learning experience. ",0.676470588235
1581,"The jupyter notebook made this a horrid experience. Plus Coursera really doesn't want you to bother them with your silly questions, relying on peer-forums. If you scroll through the week's discussion forums, many student posts go ignored.You can't drop the course past the second (I guess) week so the system will keep on keeping on long after you've given up on trying to figure out the janky notebook thing.Will not return to Coursera for any reason. Breathtakingly bad experience.",0.544554455446
1582,"Very knowledgeable professors, but very little explanation or actual 'teaching'. Graded assignments require a lot of self-education.",0.652173913043
1583,"I like the content covered in the lectures. That's very useful for me to clean data parsed from webpages. There is one thing I hope the course can improved, which probably has been mentioned in the forum for many times: the auto-grader is not flexible that it doesn't grant any points to answers that is slightly different from the submitted form (e.g. upper/lower cases, white space, etc.) and we have a hard time figuring out what exactly the auto-grader is accepting. I would suggest modifying the auto-grader such that it allows flexibility in answer acceptance, or breaking down questions into smaller parts (more partial credits) and give more precise/detailed description on the format of answer expected. ",0.513698630137
1584,"Really good course BUT be prepared for a very fast pace of the lectures. I'd placed in the advance beginner or intermediate low level, therefore, you need to have previous knowledge of Python. As in College, lectures and assignments are somewhat related, but you will spend some additional time investigating by yourself to get the appropriate responses. Again, just like College where Lectures are level 2-3 but assignments are level 7-8 (out of 10).",0.566666666667
1585,I thank so much professor Brooks and the team of the cours. ,0.692307692308
1586,"Awsome course with good balance betweern Challange,Reasearch and Progression.",0.5
1587,"Although the tests can be a bit fiddly, this is a great course if you already have a bit of background with Python and/or data cleaning. Lecture and tutorial videos are lean and information-dense. ",0.682926829268
1588,"Really awesome course. It is a kind of do it yourself course.The assignments are tough to crack. I think a little bit of programming experience is neccessary. The lectures themselves only give the basic knowledge. The assignments make you do research on the relevant topics. The autograder is pretty bad, it gives false negatives a lot of times, but that i believe is Coursera's drawback and they are working on it.",0.518072289157
1589,"Very challenging course. And I thought I knew Python. I learned much, much more about Pandas, idioms, lambdas, regex, etc. I will be able to be more productive at work with all this. Thanks.",0.5
1590,"Excellent course, I learned a lot especially through the assignments. Missing a fifth star because of a lot of issues with the notebooks autograding, and sometimes imprecise instructions in the assignments. Still I look forward to working on the next pandas courses!",0.553191489362
1591,Contents are great and very relative. Exam is fair and reasonable. However students have to deal with an autograder for the scores and the autograder is not up to par for this course. The amount of time that you spend on learning during the course is only a fraction of time you spend to get through the autograder. ,0.596774193548
1592,Pace of lectures is rather fast and doesn't fit to homework level (which is much harder). But overall course is OK,0.68
1593,"A good introduction to python and data science. The questions were just about the right level of difficulty. My main criticism is that the online videos were pretty short and not going into a lot of detail, whereas with the questions you had to do a lot of extra research to figure out how to solve them. More interaction with the enrolled students during the course and having more in-depth videos would make the course a lot better.",0.588235294118
1594,No or least support.Course Quality is great but problems with grader will left you with wasting your expensive time.Assignments are good but intend to go wayyy more beyond the scope and to learn from online materials though other sites.Grading system is not easy. You have the right answer but you'll need to waist hours to produce specific string for your grader to be satisfied.This i not an elegant learning process at all.,0.654761904762
1595,Very nice!,0.666666666667
1596,good intro to pandas and some numpy. students need to deep dive into each subject to become proficient,0.631578947368
1597,"Good course materials and the assignment itself is pretty good, but the grader is buggy, not informative and wasted a lot of my time.",0.703703703704
1598,Take this course if u can invest a lot of time in searching for stuff yourself. Content and videos are okay but the assignments are very tough,0.821428571429
1599,The course is very interesting. The Jupiter notebook is very useful.I don't like that many examples are very US-specific. Some important terms may not be clear for people who live outside USA. Update: I'm lowering my grade from 4 stars to 3 stars because of very confusing assignments. Often it's not clear the requirement of the task. It takes very long to understand. Also some assignments require methods and functions that were not covered in video lectures.,0.526315789474
1600,Great course.,0.666666666667
1601,"Amazing Training on Python Data Science, doing the course assignment its like read the book Python for data analysis. I believe this course is not trivial and is not intermediate level, is an advanced level, Is a real challenge. Definitively i recommend it. ",0.673469387755
1602,"A great intro to pandas. Challenging even for those with experience using the library. There were some struggles with the autogravder, but they were being worked out, and the integration of the Jupyter notebook system directly into the class is fantastic.",0.608695652174
1603,Great Course! ,0.666666666667
1604,"lots of practice, enjoyable.",0.666666666667
1605,"Very nice course format. Sometimes really challenging, and outright fun ! I wish there would have been a little more participation by staff / mentors, but this is just a minor cutback. Recommended to everyone !",0.725
1606,"To be honest, I think the course is very good, however, it may be need to more clear on the description of the questions in assignment. ",0.7
1607,Great pace for intermediate level people.,0.857142857143
1608,"Great course, fast and deep, I liked it very much",0.75
1609,an exceptional course by MU. Very good course and content,0.818181818182
1610,nice class,1.0
1611,Very good lectures and examples. Horrible autograder - very stiff and all results must be in a very strict order and format. Extremenly vague questions prone to misinterpretation. Most of the time is not spent on analysing data or coding but trying to understand the autograder and questions. The stress should be somewhere else. As a whole poorly prepared course. ,0.590909090909
1612,Very good design and teaching for a intermediate level learning course! Easy to learn with practice with Jupyter notebook.,0.809523809524
1613,I really liked the course. I learned a lot.,0.636363636364
1614,"An Awesome tutorial to start learning Data science using Python and its Libraries ( NUMPY, PANDAS and etc...)",0.55
1615,"The course is great for senior data analyst. However, you need to learn by yourself probability and statistics because they do not cover them in this course.",0.866666666667
1616,Awesome !!!,0.5
1617,Tough speed - learning effect created by the weekly assignments. Good start into data sience.,0.647058823529
1618,"The course is overall very good and is definitely a very complete introduction to the topic.Sometimes I found the pace of the course a bit too fast: it's quite difficult to focus on the Professor's explanations and, at the very same time, follow the commands typed on the jupyter notebook (not to mention reproducing them on my own!!). The python exercises are overall quite well done, even though in some parts they could benefit from clearer explanations (thankfully almost always provided in the discussion section). Be careful that often the programming assignments go beyond what has been explained in the lectures and therefore require an active search in the documentation, on online forum such as stack overflow or in the resources section.",0.557971014493
1619,Gained a lot of knowledge on using the pandas library in a short time. Introduced interesting topics on different data science topics like Goodhart's law etc.,0.566666666667
1620,"Excellent course, the teacher gives clear introduction, and the exercise is very useful to train our skill. I have no hesitation to recommend it to my classmates.",0.709677419355
1621,"Great introductory course on data science in python. However, the final projects diverts significantly from the course material, requiring vast amounts of self-study for someone new to Python. Definitely learned a lot in this course.",0.642857142857
1622,Thanks,1.0
1623,simply the best intro to data science!,0.75
1624,Very well prepared. 4 stars because it only scratches the surface of data wrangling with Pandas. I'd love to see more comprehensive course about Pandas.,0.7
1625,"Excellent introductory course to Pandas. Four stars because the pace of the videos are too fast and the assignments requires, sometimes, excesive individual learning. Hopefully the info found in the forums is very helpfull. ",0.538461538462
1626,Very good starter on learning the basics for python data analysis.,0.833333333333
1627,The course was wonderful. Really helped in understanding what Data Science is about.,0.8
1628,"Very interesting course, with good assignments. It's a nice introduction to Python.",0.705882352941
1629,Too many things to learn. The best Python course I've had so far!!,0.705882352941
1630,very good course and the lecturer is very good.,0.7
1631,The course is quite challenging on weekly assignments. I learned a lot striving to pass.,0.764705882353
1632,"Great experience , online video's explained the idea of the concept but the learner need to practice off line mode a lot to get through all the concepts listed in the course and assignment. these practices will improve self learning skill and confidence. Thank you.",0.7
1633,Excellent course. Well-organized lecture material and extremely relevant intro to Python and Pandas.,0.647058823529
1634,good intro,0.5
1635,Good introduction to Pandas library,0.8
1636,Very helpful in learning Pandas. Overall a very well designed short course. The only minor difficulty I had was HW submission. It took some time to figure out what could be wrong.,0.805555555556
1637,Great intro course for Python!,0.666666666667
1638,Good. I learned lots of things from this course,0.8
1639,"Good course; a great intro to relevant concepts with guidance towards realistic tasks. Only negative is that sometimes problems are unclear (maybe its just me) and spent too much time trying to get outputs exactly right to pass auto-grader. Good experience, and I plan on continuing with the specialization.",0.672413793103
1640,"This is a very helpful course. The main advantage is that you will learn a lot of new ways to do operations over data. And this is an intermediary course that assumes that you already know about statistics, mathematics behind data. From my experience I want to tell that if you are taking this course don't just rely on the video this course provide (however videos gives you full context on the work that has to be done), you have to do your own research and reading from external sources too. ",0.59
1641,"The explanation and content in teaching video is too brief for the assignment. It cannot not provide sufficient concept and knowledge for student to complete it, especially who not familiar with pandas.",0.742857142857
1642,"Course was good , i wish number of exercises were more.",0.75
1643,"Excellent course, and very well taught. The projects are a bit difficult for beginners and will require independent learning as well as revising the lectures, but such is anything important in life.The only thing I think the course can benefit from is a printed summary of lectures, since they can be quite dense with information! But I think the Jupyter Notebooks are a good inclusion as is.",0.573333333333
1644,Very good course although the assagissements are a little bit too difficult (at least to me...) ,0.833333333333
1645,very good course,1.0
1646,Some issues when validating the assignements automatically but the forums are very helpful. Overall great course to start learning python and the libraries pandas and numpy.,0.571428571429
1647,"There were some gaps that were tough to bridge, but I got there.",0.666666666667
1648,"At the end of the course, I feel the confidence it has given me in handling data.",0.736842105263
1649,The course was easy to understand. The reason i'm giving 3 stars is more on the preparation of the entire set of courses. They kinda develop as the course goes. The other 4 courses of the specialization were not even ready after this course was done. ,0.576923076923
1650,It's awesome!,0.6
1651,Fantastic course with a lot of details &amp; focus on Python.,0.642857142857
1652,It's a great course with attention to detail. The assignments are very detailed which help a lot in grasping the key concepts.,0.730769230769
1653,Fully recommended course.,0.5
1654,Very useful revision of basic Python skills required to perform the assignments and introduction of useful new tools and concepts to acquire and prepare data for later manipulation and analysis.,0.612903225806
1655,"I learnded how to effectively use pandas to process data, very good lesssons",0.642857142857
1656,"Great learning experience with a very good teacher. A little bit difficult but, hey this is science!",0.8
1657,"They follow a practical approach and present you only the very relevant material so you do not stuck too much into theory. Note that this is an intermediate-level course and you need some experience, self-learning skills, and some patience to be successful. ",0.76
1658,"In the beginning I thought that the course should have more Tips and Help to the student.After finishing it, I understand that having the ability to search for the solution without too helping is good to produce the data science skills.",0.666666666667
1659,"Awesome course to start study datascience using python, nice and hard projects to do!",0.625
1660,Excellent course with very challenging assignments!,0.571428571429
1661,This course was really useful. It progressed at a good pace and concepts were explained clearly.,0.722222222222
1662,it creates my base and provide me an overview of Data Science.Great assignments to play with real time data.,0.772727272727
1663,Good introduction to Pandas and Numpy. I enjoyed the assignments.,0.5
1664,Great course! Covers important features of Python which are most likely to be used in Data Science. Programming assignments are really interesting.,0.68
1665,tough but glad I make it through,1.0
1666,Awesome work :),0.666666666667
1667,Great course for beginners in data science with some knowledge in python. Nice techniques for data cleaning and transformation are shown. But one needs more than what is in the lecture videos to complete the assignments.,0.692307692308
1668,This source has been proven to be very useful during my data science internship. I was doing tasks for data wrangling which require heavy pandas syntax and this source has provided me with exactly that.,0.72972972973
1669,very good,1.0
1670,Great course. It provide a good platform to understand Python with Pandas in depth. ,0.8125
1671,Fantastic way to learn pandas ,0.8
1672,Very complete and challenging course. Highly recommend to those who want to get the basics (as it was in my case). Staff is very supportive and constantly answering on the forums.Congratulations to the University of Michigan,0.634146341463
1673,"Great course to get started on with Data Science. Lectures are simple and to the point, questions are challenging and practical. Adding a little more theoretical background to the subject would bring more strength to the course.",0.560975609756
1674,Knew basic idea about how to manipulate data with Python,1.0
1675,"Great class, not overwhelming, right pace to learn when you are working a day job.",0.833333333333
1676,Great course. I enjoyed from beginning till end. Lectures are very clear and assignments focused on based on real data. Thanks a lot.,0.666666666667
1677,Challenging and fun course. I can see how powerful this methodology can be.,0.733333333333
1678,Good Course ,1.0
1679,Definitely one of the most useful courses I have done in Coursera. Took me a while to get the rhythm but after that everything was smooth. As it says you will really need an INTERMEDIATE level of Python for it. ,0.790697674419
1680,"very good, but some difficult to finish the assignment if have no coding experience.",0.8125
1681,What a great course! I have some R and Matlab experience and it was a perfect course for me to hit the ground running with Python.,0.785714285714
1682,Good through introduction to using Pandas. Instruction needs to go into more examples and explanations. I needed to use stackoverflow to get through 60% of the assignments. Few assignment questions are ambiguous and I never found out why my answer is incorrect. Where's the solutions?,0.547169811321
1683,Excellent course to learn about pandas and numpy,0.75
1684,Great introduction to the basics of the pandas library with plenty of opportunity for self-driven learning and exploration.,0.714285714286
1685,"An excellent course, which requires more self learning than what is taught. I extended the course and completed the final assignment in a week. The assignments involving data cleaning actually helps a budding data scientist. Documentation, Stack Overflow for assignments is a must which can boost your understanding not just for this course but for a lot more. My personal satisfaction about this course is mainly stackoverflow part which helped me to understand the lectures weeks ahead. But application of the concepts on assignments is a difficult one which can only be mastered after practice. Thanks to all mentors, especially Sophie Greene whom I followed a lot. Her debugs, algos and code checks have actually helped me to understand both python and Pandas better. ",0.5
1686,"The assignments of the course are hard and make you go deep into python, to try to find the answers. I spent more time than I expected on it, but once my target is knowledge I really enjoy. Recommend! (Attention: It is strongly recommend knows programming before enroll)",0.625
1687,The course was very helpful. Learned a lot from the problems. ,0.692307692308
1688,"This has been a eye opening experience, it allows you to thing about normal life and the way we handle data differently, the course is very bast to be an introduction level but I didn't mind it at all, I'm happy it is this way.",0.679245283019
1689,"It is a good course, but a little difficult for a newer.",0.642857142857
1690,This course is great but you have to be a good self learner and explorer as it is very difficult to catch up with the speed of the course. The content they tell is not enough but is great for a self start.,0.711111111111
1691,Brilliant course which introduces you to Pandas module. I am very eager to participate in follow-up courses.,0.666666666667
1692,This course is very useful for those who have a little foundametion of python but not familiar. ,0.888888888889
1693,"Introduction to Data Science in Python is good starter course helped me to introduce to lot of concepts needed for basic retrieval, cleaning and manipulating. But I thought teaching can be little more expanded to give more detailed information. Assignments were good, but some are little complicated for the starter. I appreciate Staffing team in helping to us in all possible ways with approach and expected behaviors, validation scripts etc. Thanks to all Staff.",0.585365853659
1694,This course worked better as a guide than it did as a course. I learned very little from the lectures and had to do most of my learning on my own. One of the assignment even explicitly told students they would have to go learn on their own.,0.725490196078
1695,good one,1.0
1696,"Excellent introductory course for data analysis in Python, specifically using Pandas library.I learnt a lot in a short time. Assignments are not easy to solve, they make you think hard, explore more on internet and on user forums, thus making you grasp the topics in depth. This is the best starter course for anyone seeking a career in Data Science using Python.",0.619718309859
1697,"I appreciate this specialization's patience to begin teaching data science with such a thorough introduction to handling data in python. The lectures are concise, with 80-90% of my time time spent on the assignments. The creators of the course have a clear understanding that most of a data scientist's job is spent cleaning data, and it's incredibly important to get the practice offered by this course.",0.55
1698,Good class challenging but fun!,0.666666666667
1699,"frankly, it takes a lot of searching information on one's own, outside of this course.I raked my brains for the most of Saturday and Sunday and finished two last assigments although I still don't feel strong in pandas, neither there is much material left here for me to come back and review something step by step in a systematic way. ",0.685714285714
1700,Its a very good course to start learning for data analysis which can work as a foundation to learn more in data science and machine learning.,0.814814814815
1701,Great course! Some of the homework questions seemed a little ambiguous but I was able to find clarification in the course discussion. All in all I learned a lot.,0.65625
1702,"Very dense, well taught, examples and assignments help in the learning process, I've done many, many Coursera courses, this one in the Top5",0.5
1703,This course is excellent for newbies in learning data science. It gives a comprehensive description about data science .,0.7
1704,a decent introduction into the world of python dataframes via the pandas library,0.769230769231
1705,"Tasks sometimes a bit tacit to understand what exactly should we return and in what format, but course is great!",0.818181818182
1706,Great tutor and interactive build up from fundamentals to the very challenging concepts..,0.714285714286
1707,Good course to get you thinking about python,1.0
1708,"Content was generally well covered. One improvement could have been slightly better examples of how there are multiple different ways to solve the same problems; the instructor would often allude to this but would just advise the student to read through the pandas docs, which could be non-intuitive at times.",0.714285714286
1709,Very Good!,0.666666666667
1710,Excelente. Va un poco m??s all??.,0.6
1711,"Very informative. Would be interested to see the correct way to complete many of the assignments, as I'm sure there are more elegant ways to complete them than I used",0.735294117647
1712,Nice course for beginners,0.75
1713,"Much harder than I thought. Very in-depth introductory learning of python.Preferably better if you allow scripting in .py because notebook is rather heavy and hard todebug while assignments..Hope you cover a bit more in detail with language structure, as well as give hints for solving assignments, since many parts were pretty above course level.I would say the assignments were hard even for an R practitioner learning python like myself.",0.658536585366
1714,Good course the assignments were challenging,0.666666666667
1715,Very good course with some challenging assignments that put to test many of my python capabilities,0.8125
1716,Much more difficult assignments than taught in lectures,0.75
1717,The teach and assignment are not in line in difficulty levels.,0.75
1718,Excellent !!!,0.5
1719,This is a great course to learn about Data Science techniques. The profesors explains all the topics clearly,0.684210526316
1720,Top course!,0.666666666667
1721,"course material good, mentors very very helpful and active , as mentioned in one of the posts the expected output of an answer in pictorial form can help students a lot , and the assignments were a little on the tough side , even being from a programming background i had to put a lot of effort to figure out silly mistakes and complete this first course but a nice experience , keep it up coursera.",0.602564102564
1722,Learning at its best through this course,1.0
1723,One of the most useful courses to start a career in the field of Data Science. The assignment were really challenging and interesting,0.75
1724,"Very difficult if you are unfamiliar with python, but achievable. Assignments can be frustrating to get just right for the autograder, but you learn important subtleties in the meantime. Cannot wait to complete the rest of the courses in this specialization!!",0.608695652174
1725,Assignment 4 is difficult to understand. ,0.714285714286
1726,Very helpful for data analysis.,0.833333333333
1727,Gave me a thorough understanding of Python and Data Science. Thanks to the team! :) ,0.823529411765
1728,Nice course! Pushing you to practice and lert you act on your own to find accurate results.I thinks that this is the best way to learn if you want to start a career in Data Science,0.74358974359
1729,This is an excellent course which should be taken when you want to practice Pandas!,0.875
1730,Good introduction to pyhton and data science,0.857142857143
1731,Lectures are too fast!,0.6
1732,Unorganized and not very useful. The main goal of the course is for you to use Stack Overflow.....SAVE YOURSELF $,0.826086956522
1733,Nice introductory course for using python in datascience,0.75
1734,Very Good Course,1.0
1735,Great introduction to data scientist!,0.833333333333
1736,"In my opinion, the assignments problems could be more clearily explained, I think it could be improved for next sessions.",0.565217391304
1737,Recommend this course to people new to Python and want to learn basic data science techniques quickly. Very inspiring lectures given by professor and very helpful instructions given by mentors and teaching assistant. ,0.628571428571
1738,Super useful!,0.666666666667
1739,A worthy course to begin Python &amp; Data Science with. I enjoyed learning Data Science in Python.,0.571428571429
1740,Nice Course.... it makes me a little bit stressed cause same bug and other. But I'M REALLY ENJOY this course. Can't wait next course in this series. :),0.666666666667
1741,"Definitely one of the best course I have taken so far.The course started with refreshing the python basics and then it's a deep dive in to the ocean of Data Cleaning tasks.Special Thanks to Dr Brooks for keeping the course straight forward and simple. All the concepts are made very clear during lecture and the assignments are a perfect application of these concepts.Even though assignments are challenging, will feel the sense of accomplishment on completing these.Thanks to the entire course team for the course. ",0.536082474227
1742,Excellent.,0.5
1743,Lectures are very informative. Liked assignments because they were opened enough to seek for a new information by yourself - that's a thing everyone must improve.,0.7
1744,"I got the opportunity of learning Python Basics through Dr Chunk's Python for Every Body, Now through this course I got the hands on experience of working with Data in Python using NumPy and Pandas, ya Its awsome journey overall. Thanks Coursera and University of Michigan for bringing us such a great Learning opportunity.",0.566666666667
1745,"Learned so much for this course. Very intensive and challenging, but also a lot of fun.",0.789473684211
1746,very intersting course in which you can learn many thing about cleaning data etc,0.857142857143
1747,This is the good course for learning data science,1.0
1748,very nice ,1.0
1749,"Very good course, forces to do a lot of self study.",0.769230769231
1750,Pretty good,1.0
1751,"Sometimes need more words in tasks, so it can help understand it better.",0.666666666667
1752,More programming details should be included. ,0.571428571429
1753,This is a good course if you have had some experience with the Pandas module in Python prior to taking the course. Pandas is a very powerful module but it has a fairly significant learning curve. There are all sorts of free Pandas tutorials available on the web. I highly recommend familiarizing yourself with the basics of Pandas prior to taking this course or you will probably struggle. ,0.597222222222
1754,"This class was super useful. I had a minimal amount of base Python under my belt and some data analysis in R, but this course really got me off the ground using the pandas data analysis library for Python and Jupyter notebooks.",0.711111111111
1755,"Solid explanations of the basics of python and pandas. Strong emphasis on self-learning in assignments, which may be difficult for those without background in programming.",0.633333333333
1756,great course for a start! at the end its all about how you practice from what you leanred,0.842105263158
1757,"hard assignments, lecture was not enough to cover assignments.",0.636363636364
1758,Amazing course. Really easy to follow along as long as you put the work in and study you'll be fine!,0.75
1759,"Unclear assignments, lectures are brief and sometimes unclear. Spent more time trying to understand what was being asked than actually learning.",0.708333333333
1760,Very good lecture.,0.75
1761,I really liked the course and how it introduces Python to beginners. Kudos to Coursera and University of Michigan!,0.619047619048
1762,"For me the course's biggest value-adding point is to simply ask us to Google everything on Stack Overflow to complete all the assignments, which has almost nothing to do with the course content. The assignments are also badly designed. In the discussion forum you can see lots of confused / frustrated posts. The TA's and mentors are clearly under-resourced to answer all our questions. The videos unfortunately don't teach us much either. The professor + TA's a simply reading off a teleprompter, and they're rushing through everything. I've done some amazing courses on Python also offered from Uni. of Chicago, but this course has been a big disappointment unfortunately...",0.507352941176
1763,This course is a joke. Contents is very very poor. And you will have a lot of problems making the Assigments.,0.666666666667
1764,"Hope that lecture videos could be longer. Anyway, it is a great course, I really learned a lot.",0.727272727273
1765,It was a great learning experience.,0.857142857143
1766,The video classes are informative and very clear. The exercises during the classes were thorough and allowed me to apprehend the concepts at a good pace. My only problem were the auto-graded exams. Sometimes the questions are not crystal clear and the auto-grader isn't intelligent enough to discern between a logical mistake and some detail about table formatting. Fortunately these problems are discussed in the forums and usually one can get clues on what they can be from the mentors.,0.549450549451
1767,"A very challenging course. The assignments are the best part of the course and it takes up a lot of time and patience to complete them. The discussion forum is fairly engaging and the mentors are very responsive. Overall, this course is a big boost in the field of Data science",0.563636363636
1768,"Excellent overview of the topic. Lectures are well delivered, if a bit terse. Assignments are well designed, and the mentors in the discussion forums are very helpful.",0.53125
1769,The content is good,1.0
1770,Lecture content need much more coverage. ,0.857142857143
1771,"Great course and valuable information, but frustrating autograder.",0.6
1772,Please provide more lectures. We depend on self-learning more than lectures in order to pass.,0.684210526316
1773,Good and necessary introduction to Python. But especially Assignement 3 regarding cleaning the data should be improved. It??s good to know how to clean the data but it??s confusing when Q1 is apparently correct but actually it??s not. Mabye it would be better that Q2 - Q13 based on a new dataframe which is correctly by all means.,0.529411764706
1774,Very well designed course for Data Science beginners,0.875
1775,"The course content is great. However, basic knowledge of python programming language is required. Since I didn't know python coding rules, I really struggled for a while. Maybe, basics of python in additional resources will help a lot of learners.",0.510204081633
1776,cool course,1.0
1777,"I feel the videos could have been more instructive.However, the level of assignments is incredible! I learnt a lot more from programming assignments of this course than videos.",0.606060606061
1778,I would like to have seen more detailed teaching on Hypothesis testing and how it applies to python before tackling the final project.,0.875
1779,Awesome course for those who want to kick start a data science career. ,0.928571428571
1780,Will be useful to take the Phyton Cpurse before this one. You only learn when you do the assignments.,0.714285714286
1781,"The Assignments are really tough and need a lot of self study. However, If you are a person who learns by doing projects this course is the one.",0.709677419355
1782,"I learned so much. However, the lack of support when I got stuck made it a frustrating experience. I would not have been able to pass without the discussion forum tips. Even then, it was a lot of mucking in the dark and assignments took longer to complete than they should have. I'm glad I took the course but it was not designed for someone at my skill level. If the discussion forum was organized in a better way, it would have helped -- I had to scroll through pages of text to find the right tips to identify my mistakes. Sometimes the question requirements were oddly or ambiguously phrased and I misunderstood the expectation for the function being tested.",0.545454545455
1783,really interesting course and professors are great,0.857142857143
1784,Nice course about pandas.,0.6
1785,"I really enjoyed this challenging introductory course, I cannot wait to continue the specialization",0.733333333333
1786,Difficult. I cannot recommend this course to everyone but just technically minded people. ,0.866666666667
1787,This course relies almost exclusively on self learning of the details of pandas. It would be greatly improved by examples of how to use pandas to solve problems similar to the assignments.,0.558823529412
1788,Thoroughly enjoyed. It was set at a good level ??? enough was left in the assignments so they felt like an actual accomplishment.,0.76
1789,"Great introductory course to python. Decent novice-level videos but great assignment quality. Definitely takes up more time than expected, especially if you aren't well-versed with python syntax.",0.648648648649
1790,"requires too much self-learning,could be overwhelming to those who lack concrete python basics",0.764705882353
1791,"Good course, challenging as well.",0.571428571429
1792,"Very well designed course , it compels students to go in-depth for assignment work.Very helpful Teaching staff as well",0.695652173913
1793,"As a python newbie, I found this course challenging yet so much fun to learn. Dr. Brooks presented the lectures in a very organized way and made them easy to follow. If you have experience in R, you probably would pick up Pandas real quick. Students are expected to devote a lot of time into the assignments and try to find the answer on your own. But with all the great tips and clarifications from our diligent mentor Sophie Greene, it's definitely achievable.Will take the other courses in this specialization and definitely recommend it to anyone who's interested in data analysis.",0.586206896552
1794,"Learning this course gave me confidence and more interest in exploring data science, I plan to explore further through the next couple of courses.",0.884615384615
1795,I enjoyed the way the Professor presents the concepts with real and interesting examples. The exercises during the presentation was an extra motivation. And I appreciated that each assignment was well selected with real data. The mentors and staff in the discussion ,0.511111111111
1796,Awesome Course,1.0
1797,Excellent!,0.5
1798,"Although, i had some basic knowledge of data science before and also i did some programming in python, yet i find this course comprehensive and practical.",0.724137931034
1799,Very good course,1.0
1800,"This course is difficult. It stresses a lot of core skills in pandas and python. I wish there was more instructor support for the times that code just doesn't seem to match up with the grader's expectations. There is still a question in the course that I am relatively positive I answered correctly yet did not receive credit. Overall, the format is incredibly well done and the use of Jupyter notebooks makes the tasks very approachable. ",0.604651162791
1801,"Great intro to data science and some of Python libraries for it.The exercises can be quite difficult, especially if you expect to have all the answers given to you during the lessons. In order to solve some of them you have to search the web to find the commands you need, which I think is a good thing because it teaches an approach useful in real scenarios.",0.58904109589
1802,Thank you for the very elaborate and very beginner's course. The difficulty quickly ramps up and the questions within an assignment often differs substantially. This can be seen as both a pro and a con. ,0.675
1803,it is a 5 star course but I am giving it a 4 star primarily because of the pace was very very fast for me... ,0.730769230769
1804,"Great material and presentation! Please work on question clarity, especially in the last project. With as picky as the grader is a little extra specificity would have saved me a few false starts.",0.783783783784
1805,"Excellent pandas course. The exercises were extremely challenging, but helped me hone my pandas syntax a lot. Definitely worth the time if you're interested in becoming a business intelligence analyst or engineer.",0.684210526316
1806,"Some topics are very difficult since many of the concepts are outside of what was thought in the lectures so one has to do a lot of research outside of the website. This takes up a lot of time and is way more than the estimated time for each part of the course. I did find excellent help available on the forum. Overall, a very challenging yet fun course.",0.581081081081
1807,"This course is very challenging but worthwhile. Having experiences in data analysis with python, I still feel the assignments are really hard to complete. BUT it is really worthwhile, and I improved my skills in python A LOT! The auto-graded system is AWESOME! I sincerely recommend this course and really appreciate the work of the teaching staff!",0.530303030303
1808,"Great Course,very practical. I would improve the examples and increase the number of exercise during the lectures instead of just fastly presenting the pandas functionalities.",0.551724137931
1809,A very interesting and useful course for those who want to learn how to clean data in Python.I loved the opportunity to work directly on the notebook as I was listening to lectures.I think that more emphasis should have been put in the pros and cons why and how of using the pandas lib. functions in order to accomplish tasks.Assignments were very instructive and well explained by staff in the Discussion ForumMany thanks to the staff and to U. of Michigan for the course. ,0.516129032258
1810,The course lessons could have been more specific and provide more explanations on many topics that are later required in the assignments,0.681818181818
1811,Fast-paced course requiring time to finish - but totally worth it!,0.714285714286
1812,"The whole curse relies on the automated grading system, which is still a little sloppy. I think it would be useful to have one notebook or cheatsheet with all the important functions. And also, I personally like to have a reference assignment that was completed by the instructors. This could be provided before or after the course, but the way I really learn is by reading other peoples code and seeing ways to code problems. Thanks",0.614457831325
1813,Fantastic course with challenging assignments. Wish there were more handouts to explain some of the key concepts and the grader was better informative of the errors.,0.642857142857
1814,Great course!! I've enjoyed the assignments very much - from my part it required a a lot of individual investigation / reading through posts to find possible solutions but that's only fair since this is an intermediate course. It was a fantastic experience as the assignments felt like real projects. Thanks for everyone making this course possible! Daniel ,0.621212121212
1815,The course instructor could have been more elaborate with the examples. I felt there was a wide gap between the exercises and the course material.,0.703703703704
1816,"the knowledge touch here is really good. however, the speed is a little bit quick. I paused and go back and forth usually. the last introduction of assignment 4 is not clear. I took quite a long time to figure what to use to calculate the price ratio and what to use to run ttest.",0.606557377049
